iter	Logloss
547	0.1041226196
548	0.1039787547
549	0.1038349406
550	0.1035579681
551	0.1033674304
552	0.1031892649
553	0.1029054133
554	0.1026793671
555	0.1024159114
556	0.1022091929
557	0.1020212428
558	0.1018784904
559	0.1017694664
560	0.1015540822
561	0.101261603
562	0.1011022949
563	0.1008705266
564	0.1006982485
565	0.1004808044
566	0.1002332687
567	0.0999420166
568	0.0996774292
569	0.099493529
570	0.09921518962
571	0.09902715683
572	0.09886966705
573	0.09860062281
574	0.09835854848
575	0.09820699692
576	0.09804060618
577	0.09782076518
578	0.0976657931
579	0.09745651881
580	0.09722914378
581	0.09705126444
582	0.09684515635
583	0.09660341899
584	0.09642466227
585	0.0961421903
586	0.09589172363
587	0.09573551178
588	0.09551708221
589	0.09533831914
590	0.09514551799
591	0.09486652374
592	0.09466796875
593	0.09451542536
594	0.0943119367
595	0.09410762151
596	0.09394760132
597	0.0937384669
598	0.09352223714
599	0.09331320445
600	0.09306269328
601	0.09284713109
602	0.09263478597
603	0.09250433604
604	0.0923115921
605	0.09211184184
606	0.09188996633
607	0.09170478821
608	0.09139829
609	0.0912775294
610	0.09106648763
611	0.09075795492
612	0.09055801392
613	0.09037841797
614	0.09009426117
615	0.08991580963
616	0.0897127978
617	0.08956095378
618	0.08932306925
619	0.08911389033
620	0.08888941447
621	0.08868835449
622	0.08851476669
623	0.08831560771
624	0.08807971954
625	0.08786679586
626	0.08769195557
627	0.08758211772
628	0.08739376704
629	0.08719966253
630	0.08702870051
631	0.08685362498
632	0.08660373688
633	0.08638552984
634	0.08616137822
635	0.08607039769
636	0.08586401622
637	0.08570831299
638	0.08547095617
639	0.08527460734
640	0.08512458801
641	0.08500802358
642	0.08488101959
643	0.08473139445
644	0.08457462311
645	0.08435370127
646	0.08413145701
647	0.08395154317
648	0.08377949397
649	0.08361902237
650	0.08344806671
651	0.08325756709
652	0.08302294413
653	0.08279499054
654	0.0825710996
655	0.08230412801
656	0.082165006
657	0.08191577911
658	0.08172822952
659	0.08158021927
660	0.08147567749
661	0.08126567841
662	0.08105882645
663	0.08085327784
664	0.08065155029
665	0.08054696401
666	0.08026297251
667	0.08008135478
668	0.07985891342
669	0.0796941185
670	0.07951597214
671	0.07930142721
672	0.07913992564
673	0.07896862666
674	0.07874950409
675	0.07859474182
676	0.07842127482
677	0.07817573547
678	0.07799016317
679	0.07781142553
680	0.07760433197
681	0.077394104
682	0.07724391937
683	0.07707794825
684	0.0768846639
685	0.07666041056
686	0.07646266937
687	0.07624694188
688	0.0760892868
689	0.07590061188
690	0.07570180257
691	0.07556221008
692	0.07545103709
693	0.07530725479
694	0.07512045542
695	0.0750031662
696	0.07475692749
697	0.0745909818
698	0.07443308512
699	0.07424749374
700	0.07406646729
701	0.0738424174
702	0.07368799845
703	0.07351614634
704	0.07337582906
705	0.07318094889
706	0.07301754634
707	0.07287837982
708	0.07276608785
709	0.07259380341
710	0.07242835999
711	0.07232376734
712	0.07217016856
713	0.07200027466
714	0.07184676488
715	0.07169638316
716	0.07153820038
717	0.07139163335
718	0.07124506632
719	0.07097991943
720	0.07083061218
721	0.07063850403
722	0.07043146769
723	0.07021349589
724	0.07006787618
725	0.06986629486
726	0.06969559987
727	0.0695578893
728	0.0693576177
729	0.06921396891
730	0.06908577601
731	0.06897392273
732	0.06886090597
733	0.06866743724
734	0.06846853892
735	0.06827315648
736	0.06805767695
737	0.0679193306
738	0.06777570089
739	0.06758338928
740	0.06735191981
741	0.06717086792
742	0.06707146962
743	0.06691970825
744	0.06680360158
745	0.06662843068
746	0.06649657567
747	0.06635157267
748	0.06624224345
749	0.0660726738
750	0.06592322667
751	0.06582722982
752	0.06569658915
753	0.0655446434
754	0.06540786107
755	0.06524688085
756	0.06512402217
757	0.06494255066
758	0.06472588857
759	0.06469373703
760	0.06448083878
761	0.06433303197
762	0.06414721171
763	0.06397987366
764	0.06387528737
765	0.06374622981
766	0.06356236776
767	0.06339852015
768	0.06320145925
769	0.06305549622
770	0.06286249161
771	0.06270661036
772	0.06257290522
773	0.062380867
774	0.06223468781
775	0.06205751419
776	0.06184417725
777	0.06175145467
778	0.06162958781
779	0.06146081289
780	0.0612573878
781	0.06110186259
782	0.06087059021
783	0.06069552104
784	0.06058266958
785	0.06044658025
786	0.06025662104
787	0.06009314219
788	0.05992830912
789	0.05977952321
790	0.05969078064
791	0.05956036886
792	0.05941342036
793	0.05924428304
794	0.0590880839
795	0.05902353287
796	0.05883702596
797	0.05867206573
798	0.05847990036
799	0.05830717723
800	0.05813981374
801	0.05801156362
802	0.05786186854
803	0.05777332306
804	0.05761372884
805	0.05747624715
806	0.05736061096
807	0.05718273799
808	0.05706039429
809	0.05686021169
810	0.05668339411
811	0.0565417099
812	0.0564125824
813	0.05629422506
814	0.05616904577
815	0.05604079564
816	0.05589063009
817	0.0557125028
818	0.05558119456
819	0.0554545784
820	0.05531328837
821	0.05520118713
822	0.05510168711
823	0.05498376211
824	0.05485308329
825	0.05471035639
826	0.05455450058
827	0.05445851644
828	0.0543200175
829	0.05418944041
830	0.05401114146
831	0.05385501862
832	0.05375946681
833	0.05366301219
834	0.05353371938
835	0.05340839386
836	0.05327413559
837	0.05314594587
838	0.05301249186
839	0.05285215378
840	0.0526899147
841	0.05258104324
842	0.05248328527
843	0.05235731125
844	0.05219923973
845	0.05200825373
846	0.05185887973
847	0.05170498212
848	0.05160032272
849	0.05152930578
850	0.05141327858
851	0.05125664393
852	0.05108148575
853	0.0509499073
854	0.0508180205
855	0.05074616114
856	0.05062894503
857	0.05048943837
858	0.0503825887
859	0.05025047938
860	0.05008105596
861	0.04995264689
862	0.0498060894
863	0.04964635531
864	0.0495409139
865	0.0494202741
866	0.0493249766
867	0.04917321523
868	0.04906001409
869	0.04894910812
870	0.04880670865
871	0.048673172
872	0.04854071299
873	0.048455019
874	0.04830615362
875	0.04817930857
876	0.04801810582
877	0.04786546707
878	0.0477352651
879	0.04761675835
880	0.04747402827
881	0.04736905734
882	0.0472110494
883	0.04706974347
884	0.04695838292
885	0.0468305556
886	0.04670953115
887	0.04656510035
888	0.04643320084
889	0.04630616824
890	0.04618361791
891	0.04604741732
892	0.04592870712
893	0.04579322815
894	0.04567762375
895	0.04555885315
896	0.04543364207
897	0.04526322683
898	0.04513309161
899	0.04502014478
900	0.04494449615
901	0.04480189641
902	0.04469791094
903	0.0445618248
904	0.04445772171
905	0.04435926119
906	0.04426047007
907	0.04415097555
908	0.0440404129
909	0.0439619573
910	0.04388342539
911	0.04380333265
912	0.04367618561
913	0.04362751007
914	0.04352622986
915	0.04339349747
916	0.04325413386
917	0.04313898722
918	0.0430649662
919	0.04293657621
920	0.04282579422
921	0.04273265203
922	0.04264347712
923	0.04251515071
924	0.04240600586
925	0.0423029391
926	0.04219621023
927	0.04211513519
928	0.04203029633
929	0.04193255742
930	0.04181715329
931	0.04170306842
932	0.04161845843
933	0.04151999791
934	0.04142978032
935	0.04135290464
936	0.04123098691
937	0.04113636971
938	0.04100507418
939	0.04089419047
940	0.04080056508
941	0.0407207489
942	0.04060551325
943	0.04050245285
944	0.04043420792
945	0.04035387357
946	0.04023694356
947	0.04016079267
948	0.0400461928
949	0.0399768575
950	0.03987900734
951	0.03979271889
952	0.03973190943
953	0.03964061737
954	0.03960906982
955	0.03950822194
956	0.03938424428
957	0.03927327474
958	0.03917645137
959	0.03905714671
960	0.03897519747
961	0.03887076378
962	0.03878627459
963	0.03867792765
964	0.03859837532
965	0.03854054451
966	0.03842315674
967	0.03833204905
968	0.03825917244
969	0.03819410324
970	0.03809062958
971	0.0380174764
972	0.03791717529
973	0.03780810674
974	0.03772806485
975	0.03764967601
976	0.03756821314
977	0.03747520765
978	0.03740312258
979	0.03731409709
980	0.03724106789
981	0.03714130084
982	0.03709592183
983	0.03701586723
984	0.03693433762
985	0.03683513323
986	0.03675778707
987	0.03666359901
988	0.03656815211
989	0.03647968928
990	0.03639748573
991	0.0363204066
992	0.03621582031
993	0.03613939603
994	0.03603829702
995	0.03594619751
996	0.03589440982
997	0.03580554326
998	0.03572552045
999	0.03562196414
